STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
USC00502871,"ESTER 5 NE, AK US",03/06/2023,,64,33,56
USC00502871,"ESTER 5 NE, AK US",04/06/2023,,66,40,50
USC00502871,"ESTER 5 NE, AK US",05/06/2023,,76,34,56
USC00502871,"ESTER 5 NE, AK US",06/06/2023,,83,36,63
USC00502871,"ESTER 5 NE, AK US",07/06/2023,,79,43,55
USC00502871,"ESTER 5 NE, AK US",08/06/2023,,72,40,62
USC00502871,"ESTER 5 NE, AK US",09/06/2023,,72,47,59
USC00502871,"ESTER 5 NE, AK US",10/06/2023,,72,40,58
USC00502871,"ESTER 5 NE, AK US",11/06/2023,,66,43,52
USC00502871,"ESTER 5 NE, AK US",12/06/2023,,67,40,44
USC00502871,"ESTER 5 NE, AK US",13/06/2023,,66,40,46
USC00502871,"ESTER 5 NE, AK US",14/06/2023,,64,41,47
USC00502871,"ESTER 5 NE, AK US",15/06/2023,,72,35,61
USC00502871,"ESTER 5 NE, AK US",16/06/2023,,79,50,62
USC00502871,"ESTER 5 NE, AK US",17/06/2023,,80,48,56
USC00502871,"ESTER 5 NE, AK US",18/06/2023,,66,43,
USC00502871,"ESTER 5 NE, AK US",19/06/2023,,67,39,
USC00502871,"ESTER 5 NE, AK US",20/06/2023,,63,48,
USC00502871,"ESTER 5 NE, AK US",21/06/2023,,73,47,
USC00502871,"ESTER 5 NE, AK US",22/06/2023,,76,53,
USC00502871,"ESTER 5 NE, AK US",23/06/2023,,76,52,
USC00502871,"ESTER 5 NE, AK US",24/06/2023,,81,48,
USC00502871,"ESTER 5 NE, AK US",25/06/2023,,79,53,
USC00502871,"ESTER 5 NE, AK US",26/06/2023,,72,51,
USC00502871,"ESTER 5 NE, AK US",27/06/2023,,75,44,61
USC00502871,"ESTER 5 NE, AK US",28/06/2023,,75,47,62
USC00502871,"ESTER 5 NE, AK US",29/06/2023,,64,53,53
USC00502871,"ESTER 5 NE, AK US",30/06/2023,,68,40,59
USC00502871,"ESTER 5 NE, AK US",01/07/2023,,77,42,68
USC00502871,"ESTER 5 NE, AK US",02/07/2023,,82,43,67
USC00502871,"ESTER 5 NE, AK US",03/07/2023,,75,46,60
USC00502871,"ESTER 5 NE, AK US",04/07/2023,,72,49,62
USC00502871,"ESTER 5 NE, AK US",05/07/2023,,77,36,62
USC00502871,"ESTER 5 NE, AK US",06/07/2023,,73,43,62
USC00502871,"ESTER 5 NE, AK US",07/07/2023,,73,50,55
USC00502871,"ESTER 5 NE, AK US",09/07/2023,,76,35,58
USC00502871,"ESTER 5 NE, AK US",10/07/2023,,76,42,62
USC00502871,"ESTER 5 NE, AK US",11/07/2023,,77,52,61
USC00502871,"ESTER 5 NE, AK US",12/07/2023,,72,52,56
USC00502871,"ESTER 5 NE, AK US",13/07/2023,,76,39,59
USC00502871,"ESTER 5 NE, AK US",14/07/2023,,74,50,58
USC00502871,"ESTER 5 NE, AK US",15/07/2023,,63,50,58
USC00502871,"ESTER 5 NE, AK US",16/07/2023,,72,48,62
USC00502871,"ESTER 5 NE, AK US",17/07/2023,,82,49,67
USC00502871,"ESTER 5 NE, AK US",18/07/2023,,79,57,65
USC00502871,"ESTER 5 NE, AK US",19/07/2023,,74,57,65
USC00502871,"ESTER 5 NE, AK US",20/07/2023,,76,56,59
USC00502871,"ESTER 5 NE, AK US",21/07/2023,,83,41,62
USC00502871,"ESTER 5 NE, AK US",22/07/2023,,87,41,66
USC00502871,"ESTER 5 NE, AK US",23/07/2023,,87,49,68
USC00502871,"ESTER 5 NE, AK US",24/07/2023,,92,52,67
USC00502871,"ESTER 5 NE, AK US",25/07/2023,,87,53,70
USC00502871,"ESTER 5 NE, AK US",26/07/2023,,84,54,66
USC00502871,"ESTER 5 NE, AK US",27/07/2023,,84,53,60
USC00502871,"ESTER 5 NE, AK US",28/07/2023,,83,49,68
USC00502871,"ESTER 5 NE, AK US",29/07/2023,,77,57,61
USC00502871,"ESTER 5 NE, AK US",30/07/2023,,73,57,62
USC00502871,"ESTER 5 NE, AK US",31/07/2023,,78,48,62
USC00502871,"ESTER 5 NE, AK US",01/08/2023,,81,47,64
USC00502871,"ESTER 5 NE, AK US",02/08/2023,,82,41,63
USC00502871,"ESTER 5 NE, AK US",03/08/2023,,83,43,64
USC00502871,"ESTER 5 NE, AK US",04/08/2023,,81,50,66
USC00502871,"ESTER 5 NE, AK US",05/08/2023,,83,43,68
USC00502871,"ESTER 5 NE, AK US",06/08/2023,,79,43,60
USC00502871,"ESTER 5 NE, AK US",07/08/2023,,70,46,56
USC00502871,"ESTER 5 NE, AK US",08/08/2023,,69,51,60
USC00502871,"ESTER 5 NE, AK US",09/08/2023,,74,51,63
USC00502871,"ESTER 5 NE, AK US",10/08/2023,,70,49,60
USC00502871,"ESTER 5 NE, AK US",11/08/2023,,77,49,55
USC00502871,"ESTER 5 NE, AK US",12/08/2023,,73,41,58
USC00502871,"ESTER 5 NE, AK US",13/08/2023,,72,44,58
USC00502871,"ESTER 5 NE, AK US",14/08/2023,,72,42,47
USC00502871,"ESTER 5 NE, AK US",15/08/2023,,71,42,50
USC00502871,"ESTER 5 NE, AK US",16/08/2023,,75,39,54
USC00502871,"ESTER 5 NE, AK US",17/08/2023,,56,46,49
USC00509891,"NORTH POLE 1 N, AK US",01/01/2023,,18,-17,9
USC00509891,"NORTH POLE 1 N, AK US",02/01/2023,,25,1,8
USC00509891,"NORTH POLE 1 N, AK US",03/01/2023,,12,-6,-5
USC00509891,"NORTH POLE 1 N, AK US",04/01/2023,,1,-13,-10
USC00509891,"NORTH POLE 1 N, AK US",05/01/2023,,5,-11,5
USC00509891,"NORTH POLE 1 N, AK US",06/01/2023,,6,-15,-8
USC00509891,"NORTH POLE 1 N, AK US",07/01/2023,,2,-10,2
USC00509891,"NORTH POLE 1 N, AK US",08/01/2023,,6,0,0
USC00509891,"NORTH POLE 1 N, AK US",09/01/2023,,4,-8,-8
USC00509891,"NORTH POLE 1 N, AK US",10/01/2023,,-1,-13,-11
USC00509891,"NORTH POLE 1 N, AK US",11/01/2023,,9,-13,8
USC00509891,"NORTH POLE 1 N, AK US",12/01/2023,,11,-9,-3
USC00509891,"NORTH POLE 1 N, AK US",13/01/2023,,-1,-18,-9
USC00509891,"NORTH POLE 1 N, AK US",14/01/2023,,-7,-21,-20
USC00509891,"NORTH POLE 1 N, AK US",15/01/2023,,8,-21,7
USC00509891,"NORTH POLE 1 N, AK US",16/01/2023,,10,-8,-3
USC00509891,"NORTH POLE 1 N, AK US",17/01/2023,,6,-11,-10
USC00509891,"NORTH POLE 1 N, AK US",18/01/2023,,-4,-22,-19
USC00509891,"NORTH POLE 1 N, AK US",19/01/2023,,-9,-22,-11
USC00509891,"NORTH POLE 1 N, AK US",20/01/2023,,-5,-20,-7
USC00509891,"NORTH POLE 1 N, AK US",21/01/2023,,-2,-11,-2
USC00509891,"NORTH POLE 1 N, AK US",22/01/2023,,6,-30,-19
USC00509891,"NORTH POLE 1 N, AK US",23/01/2023,,-13,-28,-14
USC00509891,"NORTH POLE 1 N, AK US",24/01/2023,,-7,-14,-8
USC00509891,"NORTH POLE 1 N, AK US",25/01/2023,,-3,-16,-14
USC00509891,"NORTH POLE 1 N, AK US",26/01/2023,,6,-14,6
USC00509891,"NORTH POLE 1 N, AK US",27/01/2023,,8,-12,-12
USC00509891,"NORTH POLE 1 N, AK US",28/01/2023,,12,-15,12
USC00509891,"NORTH POLE 1 N, AK US",29/01/2023,,16,9,15
USC00509891,"NORTH POLE 1 N, AK US",30/01/2023,,22,15,20
USC00509891,"NORTH POLE 1 N, AK US",31/01/2023,,25,15,15
USC00509891,"NORTH POLE 1 N, AK US",01/02/2023,,16,5,6
USC00509891,"NORTH POLE 1 N, AK US",02/02/2023,,10,5,5
USC00509891,"NORTH POLE 1 N, AK US",03/02/2023,,10,2,5
USC00509891,"NORTH POLE 1 N, AK US",04/02/2023,,10,-3,-2
USC00509891,"NORTH POLE 1 N, AK US",05/02/2023,,10,-20,-19
USC00509891,"NORTH POLE 1 N, AK US",06/02/2023,,12,-20,6
USC00509891,"NORTH POLE 1 N, AK US",07/02/2023,,11,-12,-4
USC00509891,"NORTH POLE 1 N, AK US",08/02/2023,,5,-15,-4
USC00509891,"NORTH POLE 1 N, AK US",09/02/2023,,5,-19,-19
USC00509891,"NORTH POLE 1 N, AK US",10/02/2023,,-6,-21,-18
USC00509891,"NORTH POLE 1 N, AK US",11/02/2023,,-5,-23,-6
USC00509891,"NORTH POLE 1 N, AK US",12/02/2023,,5,-10,-9
USC00509891,"NORTH POLE 1 N, AK US",13/02/2023,,3,-9,-3
USC00509891,"NORTH POLE 1 N, AK US",14/02/2023,,-1,-22,-21
USC00509891,"NORTH POLE 1 N, AK US",15/02/2023,,6,-21,-12
USC00509891,"NORTH POLE 1 N, AK US",16/02/2023,,-3,-28,-26
USC00509891,"NORTH POLE 1 N, AK US",17/02/2023,,-4,-27,-21
USC00509891,"NORTH POLE 1 N, AK US",18/02/2023,,8,-22,4
USC00509891,"NORTH POLE 1 N, AK US",19/02/2023,,18,-9,-2
USC00509891,"NORTH POLE 1 N, AK US",20/02/2023,,8,-2,6
USC00509891,"NORTH POLE 1 N, AK US",21/02/2023,,15,5,10
USC00509891,"NORTH POLE 1 N, AK US",22/02/2023,,18,1,2
USC00509891,"NORTH POLE 1 N, AK US",23/02/2023,,18,1,18
USC00509891,"NORTH POLE 1 N, AK US",24/02/2023,,24,18,23
USC00509891,"NORTH POLE 1 N, AK US",25/02/2023,,27,6,8
USC00509891,"NORTH POLE 1 N, AK US",26/02/2023,,19,-8,-6
USC00509891,"NORTH POLE 1 N, AK US",27/02/2023,,-1,-39,-39
USC00509891,"NORTH POLE 1 N, AK US",28/02/2023,,-5,-39,-13
USC00509891,"NORTH POLE 1 N, AK US",01/03/2023,,10,-13,-2
USC00509891,"NORTH POLE 1 N, AK US",02/03/2023,,15,-2,1
USC00509891,"NORTH POLE 1 N, AK US",03/03/2023,,10,-8,-6
USC00509891,"NORTH POLE 1 N, AK US",04/03/2023,,1,-36,-35
USC00509891,"NORTH POLE 1 N, AK US",05/03/2023,,1,-36,-7
USC00509891,"NORTH POLE 1 N, AK US",06/03/2023,,19,-7,11
USC00509891,"NORTH POLE 1 N, AK US",07/03/2023,,27,10,16
USC00509891,"NORTH POLE 1 N, AK US",08/03/2023,,37,7,8
USC00509891,"NORTH POLE 1 N, AK US",09/03/2023,,30,7,24
USC00509891,"NORTH POLE 1 N, AK US",10/03/2023,,25,2,2
USC00509891,"NORTH POLE 1 N, AK US",11/03/2023,,19,-16,-16
USC00509891,"NORTH POLE 1 N, AK US",12/03/2023,,21,-16,-8
USC00509891,"NORTH POLE 1 N, AK US",13/03/2023,,10,-10,-1
USC00509891,"NORTH POLE 1 N, AK US",14/03/2023,,7,-16,-10
USC00509891,"NORTH POLE 1 N, AK US",15/03/2023,,9,-11,-8
USC00509891,"NORTH POLE 1 N, AK US",16/03/2023,,9,-16,-15
USC00509891,"NORTH POLE 1 N, AK US",17/03/2023,,9,-24,-23
USC00509891,"NORTH POLE 1 N, AK US",18/03/2023,,19,-23,2
USC00509891,"NORTH POLE 1 N, AK US",19/03/2023,,31,2,20
USC00509891,"NORTH POLE 1 N, AK US",20/03/2023,,40,-1,0
USC00509891,"NORTH POLE 1 N, AK US",21/03/2023,,39,-2,3
USC00509891,"NORTH POLE 1 N, AK US",22/03/2023,,37,2,7
USC00509891,"NORTH POLE 1 N, AK US",23/03/2023,,41,7,21
USC00509891,"NORTH POLE 1 N, AK US",24/03/2023,,33,2,2
USC00509891,"NORTH POLE 1 N, AK US",25/03/2023,,24,-8,-8
USC00509891,"NORTH POLE 1 N, AK US",26/03/2023,,21,-9,3
USC00509891,"NORTH POLE 1 N, AK US",27/03/2023,,35,3,29
USC00509891,"NORTH POLE 1 N, AK US",28/03/2023,,39,20,23
USC00509891,"NORTH POLE 1 N, AK US",29/03/2023,,29,8,14
USC00509891,"NORTH POLE 1 N, AK US",30/03/2023,,34,14,19
USC00509891,"NORTH POLE 1 N, AK US",31/03/2023,,35,14,16
USC00509891,"NORTH POLE 1 N, AK US",01/04/2023,,23,6,6
USC00509891,"NORTH POLE 1 N, AK US",02/04/2023,,27,6,19
USC00509891,"NORTH POLE 1 N, AK US",03/04/2023,,32,0,2
USC00509891,"NORTH POLE 1 N, AK US",04/04/2023,,35,1,21
USC00509891,"NORTH POLE 1 N, AK US",05/04/2023,,39,21,24
USC00509891,"NORTH POLE 1 N, AK US",06/04/2023,,26,4,5
USC00509891,"NORTH POLE 1 N, AK US",07/04/2023,,17,-16,-13
USC00509891,"NORTH POLE 1 N, AK US",08/04/2023,,20,-13,-9
USC00509891,"NORTH POLE 1 N, AK US",09/04/2023,,16,-9,0
USC00509891,"NORTH POLE 1 N, AK US",10/04/2023,,9,-14,-11
USC00509891,"NORTH POLE 1 N, AK US",11/04/2023,,13,-12,-5
USC00509891,"NORTH POLE 1 N, AK US",12/04/2023,,16,-6,9
USC00509891,"NORTH POLE 1 N, AK US",13/04/2023,,28,-4,-2
USC00509891,"NORTH POLE 1 N, AK US",14/04/2023,,23,-3,11
USC00509891,"NORTH POLE 1 N, AK US",15/04/2023,,38,11,20
USC00509891,"NORTH POLE 1 N, AK US",16/04/2023,,37,19,21
USC00509891,"NORTH POLE 1 N, AK US",17/04/2023,,33,11,18
USC00509891,"NORTH POLE 1 N, AK US",18/04/2023,,33,18,24
USC00509891,"NORTH POLE 1 N, AK US",19/04/2023,,29,13,17
USC00509891,"NORTH POLE 1 N, AK US",20/04/2023,,42,17,22
USC00509891,"NORTH POLE 1 N, AK US",21/04/2023,,47,20,24
USC00509891,"NORTH POLE 1 N, AK US",22/04/2023,,43,22,22
USC00509891,"NORTH POLE 1 N, AK US",23/04/2023,,23,3,6
USC00509891,"NORTH POLE 1 N, AK US",24/04/2023,,17,6,9
USC00509891,"NORTH POLE 1 N, AK US",25/04/2023,,25,9,16
USC00509891,"NORTH POLE 1 N, AK US",26/04/2023,,41,16,25
USC00509891,"NORTH POLE 1 N, AK US",27/04/2023,,42,25,29
USC00509891,"NORTH POLE 1 N, AK US",28/04/2023,,48,25,30
USC00509891,"NORTH POLE 1 N, AK US",29/04/2023,,50,24,31
USC00509891,"NORTH POLE 1 N, AK US",30/04/2023,,52,31,36
USC00509891,"NORTH POLE 1 N, AK US",01/05/2023,,50,28,39
USC00509891,"NORTH POLE 1 N, AK US",02/05/2023,,58,30,36
USC00509891,"NORTH POLE 1 N, AK US",03/05/2023,,51,26,34
USC00509891,"NORTH POLE 1 N, AK US",04/05/2023,,51,29,34
USC00509891,"NORTH POLE 1 N, AK US",05/05/2023,,50,26,36
USC00509891,"NORTH POLE 1 N, AK US",06/05/2023,,55,33,41
USC00509891,"NORTH POLE 1 N, AK US",07/05/2023,,53,26,35
USC00509891,"NORTH POLE 1 N, AK US",08/05/2023,,54,29,35
USC00509891,"NORTH POLE 1 N, AK US",09/05/2023,,55,30,38
USC00509891,"NORTH POLE 1 N, AK US",10/05/2023,,55,29,39
USC00509891,"NORTH POLE 1 N, AK US",11/05/2023,,62,34,47
USC00509891,"NORTH POLE 1 N, AK US",12/05/2023,,63,31,42
USC00509891,"NORTH POLE 1 N, AK US",13/05/2023,,66,39,44
USC00509891,"NORTH POLE 1 N, AK US",14/05/2023,,70,30,47
USC00509891,"NORTH POLE 1 N, AK US",15/05/2023,,68,32,46
USC00509891,"NORTH POLE 1 N, AK US",16/05/2023,,65,33,47
USC00509891,"NORTH POLE 1 N, AK US",17/05/2023,,69,32,43
USC00509891,"NORTH POLE 1 N, AK US",18/05/2023,,63,34,43
USC00509891,"NORTH POLE 1 N, AK US",19/05/2023,,64,43,55
USC00509891,"NORTH POLE 1 N, AK US",20/05/2023,,79,48,57
USC00509891,"NORTH POLE 1 N, AK US",21/05/2023,,75,45,56
USC00509891,"NORTH POLE 1 N, AK US",22/05/2023,,71,45,45
USC00509891,"NORTH POLE 1 N, AK US",23/05/2023,,59,36,47
USC00509891,"NORTH POLE 1 N, AK US",24/05/2023,,68,38,46
USC00509891,"NORTH POLE 1 N, AK US",25/05/2023,,70,42,49
USC00509891,"NORTH POLE 1 N, AK US",26/05/2023,,74,49,53
USC00509891,"NORTH POLE 1 N, AK US",27/05/2023,,63,40,49
USC00509891,"NORTH POLE 1 N, AK US",28/05/2023,,67,43,50
USC00509891,"NORTH POLE 1 N, AK US",29/05/2023,,63,45,46
USC00509891,"NORTH POLE 1 N, AK US",30/05/2023,,50,42,42
USC00509891,"NORTH POLE 1 N, AK US",31/05/2023,,48,42,45
USC00509891,"NORTH POLE 1 N, AK US",01/06/2023,,56,30,39
USC00509891,"NORTH POLE 1 N, AK US",02/06/2023,,48,36,38
USC00509891,"NORTH POLE 1 N, AK US",03/06/2023,,47,34,43
USC00509891,"NORTH POLE 1 N, AK US",04/06/2023,,65,41,52
USC00509891,"NORTH POLE 1 N, AK US",05/06/2023,,64,41,53
USC00509891,"NORTH POLE 1 N, AK US",06/06/2023,,75,44,58
USC00509891,"NORTH POLE 1 N, AK US",07/06/2023,,79,49,59
USC00509891,"NORTH POLE 1 N, AK US",08/06/2023,,77,47,57
USC00509891,"NORTH POLE 1 N, AK US",09/06/2023,,71,54,56
USC00509891,"NORTH POLE 1 N, AK US",10/06/2023,,70,48,58
USC00509891,"NORTH POLE 1 N, AK US",11/06/2023,,67,48,59
USC00509891,"NORTH POLE 1 N, AK US",12/06/2023,,66,46,52
USC00509891,"NORTH POLE 1 N, AK US",13/06/2023,,64,44,46
USC00509891,"NORTH POLE 1 N, AK US",14/06/2023,,65,44,48
USC00509891,"NORTH POLE 1 N, AK US",15/06/2023,,61,38,49
USC00509891,"NORTH POLE 1 N, AK US",16/06/2023,,70,49,59
USC00509891,"NORTH POLE 1 N, AK US",17/06/2023,,76,49,52
USC00509891,"NORTH POLE 1 N, AK US",18/06/2023,,75,47,53
USC00509891,"NORTH POLE 1 N, AK US",19/06/2023,,66,43,55
USC00509891,"NORTH POLE 1 N, AK US",20/06/2023,,69,51,52
USC00509891,"NORTH POLE 1 N, AK US",21/06/2023,,63,52,58
USC00509891,"NORTH POLE 1 N, AK US",22/06/2023,,72,56,59
USC00509891,"NORTH POLE 1 N, AK US",23/06/2023,,74,54,59
USC00509891,"NORTH POLE 1 N, AK US",24/06/2023,,74,58,60
USC00509891,"NORTH POLE 1 N, AK US",25/06/2023,,77,55,62
USC00509891,"NORTH POLE 1 N, AK US",26/06/2023,,77,50,56
USC00509891,"NORTH POLE 1 N, AK US",27/06/2023,,69,51,57
USC00509891,"NORTH POLE 1 N, AK US",28/06/2023,,71,55,58
USC00509891,"NORTH POLE 1 N, AK US",29/06/2023,,71,55,55
USC00509891,"NORTH POLE 1 N, AK US",30/06/2023,,62,46,55
USC00509891,"NORTH POLE 1 N, AK US",01/07/2023,,70,49,54
USC00509891,"NORTH POLE 1 N, AK US",02/07/2023,,73,53,58
USC00509891,"NORTH POLE 1 N, AK US",03/07/2023,,80,51,60
USC00509891,"NORTH POLE 1 N, AK US",04/07/2023,,76,53,56
USC00509891,"NORTH POLE 1 N, AK US",05/07/2023,,68,43,56
USC00509891,"NORTH POLE 1 N, AK US",06/07/2023,,75,52,56
USC00509891,"NORTH POLE 1 N, AK US",07/07/2023,,72,56,60
USC00509891,"NORTH POLE 1 N, AK US",08/07/2023,,72,47,48
USC00509891,"NORTH POLE 1 N, AK US",09/07/2023,,65,42,54
USC00509891,"NORTH POLE 1 N, AK US",10/07/2023,,76,51,57
USC00509891,"NORTH POLE 1 N, AK US",11/07/2023,,72,56,58
USC00509891,"NORTH POLE 1 N, AK US",12/07/2023,,72,53,54
USC00509891,"NORTH POLE 1 N, AK US",13/07/2023,,69,48,54
USC00509891,"NORTH POLE 1 N, AK US",14/07/2023,,73,54,57
USC00509891,"NORTH POLE 1 N, AK US",15/07/2023,,71,54,54
USC00509891,"NORTH POLE 1 N, AK US",16/07/2023,,65,54,58
USC00509891,"NORTH POLE 1 N, AK US",17/07/2023,,72,51,58
USC00509891,"NORTH POLE 1 N, AK US",18/07/2023,,77,58,59
USC00509891,"NORTH POLE 1 N, AK US",19/07/2023,,73,59,61
USC00509891,"NORTH POLE 1 N, AK US",20/07/2023,,72,58,58
USC00509891,"NORTH POLE 1 N, AK US",21/07/2023,,71,53,57
USC00509891,"NORTH POLE 1 N, AK US",22/07/2023,,79,51,59
USC00509891,"NORTH POLE 1 N, AK US",23/07/2023,,84,56,65
USC00509891,"NORTH POLE 1 N, AK US",24/07/2023,,83,59,62
USC00509891,"NORTH POLE 1 N, AK US",25/07/2023,,85,58,61
USC00509891,"NORTH POLE 1 N, AK US",26/07/2023,,81,60,64
USC00509891,"NORTH POLE 1 N, AK US",27/07/2023,,82,60,63
USC00509891,"NORTH POLE 1 N, AK US",28/07/2023,,79,58,64
USC00509891,"NORTH POLE 1 N, AK US",29/07/2023,,80,60,64
USC00509891,"NORTH POLE 1 N, AK US",30/07/2023,,73,57,58
USC00509891,"NORTH POLE 1 N, AK US",31/07/2023,,71,58,60
USC00509891,"NORTH POLE 1 N, AK US",01/08/2023,,76,52,56
USC00509891,"NORTH POLE 1 N, AK US",02/08/2023,,76,49,53
USC00509891,"NORTH POLE 1 N, AK US",03/08/2023,,77,49,53
USC00509891,"NORTH POLE 1 N, AK US",04/08/2023,,77,53,58
USC00509891,"NORTH POLE 1 N, AK US",05/08/2023,,77,51,54
USC00509891,"NORTH POLE 1 N, AK US",06/08/2023,,81,52,54
USC00509891,"NORTH POLE 1 N, AK US",07/08/2023,,74,54,58
USC00509891,"NORTH POLE 1 N, AK US",08/08/2023,,69,52,54
USC00509891,"NORTH POLE 1 N, AK US",09/08/2023,,63,54,57
USC00509891,"NORTH POLE 1 N, AK US",10/08/2023,,70,52,55
USC00509891,"NORTH POLE 1 N, AK US",11/08/2023,,68,55,56
USC00509891,"NORTH POLE 1 N, AK US",12/08/2023,,74,49,54
USC00509891,"NORTH POLE 1 N, AK US",13/08/2023,,71,47,49
USC00509891,"NORTH POLE 1 N, AK US",14/08/2023,,70,48,50
USC00509891,"NORTH POLE 1 N, AK US",15/08/2023,,69,50,54
USC00509891,"NORTH POLE 1 N, AK US",16/08/2023,,69,46,50
USC00509891,"NORTH POLE 1 N, AK US",17/08/2023,,68,48,50
USC00509891,"NORTH POLE 1 N, AK US",18/08/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",01/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",02/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",03/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",04/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",05/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",06/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",07/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",08/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",09/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",10/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",11/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",12/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",13/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",14/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",15/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",16/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",17/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",18/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",19/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",20/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",21/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",22/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",23/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",24/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",25/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",26/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",27/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",28/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",29/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",30/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",31/01/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",01/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",02/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",03/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",04/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",05/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",06/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",07/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",08/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",09/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",10/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",11/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",12/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",13/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",14/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",15/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",16/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",17/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",18/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",19/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",20/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",21/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",22/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",23/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",24/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",25/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",26/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",27/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",28/02/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",01/03/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",02/03/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",03/03/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",04/03/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",05/03/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",06/03/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",07/03/2023,,,,
US1AKFN0015,"FAIRBANKS 5.7 N, AK US",08/03/2023,,,,
